Date,Sales,year,quarter,month,week_of_year,is_q4,sin_week,cos_week,sin_month,cos_month,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_4,sales_lag_8,sales_lag_12,sales_lag_52,sales_rolling_mean_4,sales_rolling_std_4,sales_rolling_min_4,sales_rolling_max_4,sales_rolling_mean_12,sales_rolling_std_12,orders_lag_1,quantity_lag_1,profit_lag_1,avg_discount_lag_1,log_sales
2015-08-02,6488.108,2015,3,8,31,0,-0.5575,-0.8302,-0.866,-0.5,6791.639,7046.083,7025.851,4148.744,3619.474,5612.204,3153.594,6253.08,1407.63,4148.74,7046.08,6390.95,1781.81,14.0,137.0,487.49,0.1312,8.7779
2015-08-09,7254.2192000000005,2015,3,8,32,0,-0.6532,-0.7572,-0.866,-0.5,6488.108,6791.639,7046.083,7025.851,6608.238,5092.2455,12976.082,6837.92,260.23,6488.11,7046.08,6463.95,1764.87,11.0,78.0,536.45,0.095,8.8895
2015-08-16,5511.004,2015,3,8,33,0,-0.7394,-0.6732,-0.866,-0.5,7254.2192000000005,6488.108,6791.639,7046.083,7445.001,6030.097,4480.216,6895.01,330.71,6488.11,7254.22,6644.11,1721.94,17.0,139.0,1506.34,0.1346,8.6147
2015-08-23,4478.07,2015,3,8,34,0,-0.815,-0.5795,-0.866,-0.5,5511.004,7254.2192000000005,6488.108,6791.639,6691.653,10580.208,3925.896,6511.24,737.48,5511.0,7254.22,6600.85,1745.13,16.0,118.0,300.88,0.1656,8.4072
2015-08-30,14751.068,2015,3,8,35,0,-0.8787,-0.4774,-0.866,-0.5,4478.07,5511.004,7254.2192000000005,6488.108,4148.744,3619.474,4934.6725,5932.85,1203.97,4478.07,7254.22,6092.34,1316.61,11.0,136.0,236.66,0.1603,9.5991
2015-09-06,9855.3,2015,3,9,36,1,-0.9297,-0.3684,-1.0,-0.0,14751.068,4478.07,5511.004,7254.2192000000005,7025.851,6608.238,7666.205,7998.59,4645.15,4478.07,14751.07,7019.97,2656.05,16.0,145.0,3101.13,0.1819,9.1959
2015-09-13,10543.759,2015,3,9,37,1,-0.9672,-0.2541,-1.0,-0.0,9855.3,14751.068,4478.07,5511.004,7046.083,7445.001,31458.978,8648.86,4688.07,4478.07,14751.07,7290.56,2773.11,30.0,187.0,1877.61,0.1491,9.2634
2015-09-20,23615.148,2015,3,9,38,1,-0.9907,-0.136,-1.0,-0.0,10543.759,9855.3,14751.068,4478.07,6791.639,6691.653,18341.768,9907.05,4216.89,4478.07,14751.07,7548.79,2928.71,30.0,232.0,1558.75,0.1016,10.0697
2015-09-27,22125.144,2015,3,9,39,1,-0.9999,-0.016,-1.0,-0.0,23615.148,10543.759,9855.3,14751.068,6488.108,4148.744,15213.7978,14691.32,6330.55,9855.3,23615.15,8959.08,5459.58,35.0,296.0,149.0,0.1444,10.0045
2015-10-04,4266.842,2015,4,10,40,1,-0.9946,0.1042,-0.866,0.5,22125.144,23615.148,10543.759,9855.3,7254.2192000000005,7025.851,11482.787,16534.84,7346.01,9855.3,23615.15,10457.12,6404.21,45.0,372.0,4757.0,0.1584,8.3589
2015-10-11,6466.8365,2015,4,10,41,1,-0.9748,0.2229,-0.866,0.5,4266.842,22125.144,23615.148,10543.759,5511.004,7046.083,4617.902,15137.72,9308.98,4266.84,23615.15,10227.2,6585.56,23.0,142.0,791.52,0.175,8.7746
2015-10-18,7263.316,2015,4,10,42,1,-0.941,0.3384,-0.866,0.5,6466.8365,4266.842,22125.144,23615.148,4478.07,6791.639,11050.8,14118.49,10163.59,4266.84,23615.15,10178.93,6613.06,19.0,111.0,-200.09,0.1717,8.8907
2015-10-25,7389.157,2015,4,10,43,1,-0.8935,0.449,-0.866,0.5,7263.316,6466.8365,4266.842,22125.144,14751.068,6488.108,3689.766,10030.53,8162.05,4266.84,22125.14,10218.23,6592.46,14.0,105.0,144.55,0.1607,8.9079
2015-11-01,10183.242,2015,4,11,44,1,-0.8331,0.5531,-0.5,0.866,7389.157,7263.316,6466.8365,4266.842,9855.3,7254.2192000000005,16567.19,6346.54,1445.35,4266.84,7389.16,10293.32,6551.12,21.0,156.0,1090.13,0.1821,9.2286
2015-11-08,24445.822,2015,4,11,45,1,-0.7606,0.6492,-0.5,0.866,10183.242,7389.157,7263.316,6466.8365,10543.759,5511.004,14572.967,7825.64,1623.92,6466.84,10183.24,10537.41,6481.79,21.0,185.0,2200.58,0.103,10.1043
2015-11-15,16633.3232,2015,4,11,46,1,-0.6772,0.7358,-0.5,0.866,24445.822,10183.242,7389.157,7263.316,23615.148,4478.07,15343.3457,12320.38,8195.21,7263.32,24445.82,12115.31,7388.27,36.0,292.0,4292.48,0.1828,9.7192
2015-11-22,16088.327800000001,2015,4,11,47,1,-0.5839,0.8119,-0.5,0.866,16633.3232,24445.822,10183.242,7389.157,22125.144,14751.068,26800.975,14662.89,7584.26,7389.16,24445.82,13128.25,7072.51,35.0,301.0,3301.61,0.1378,9.6859
2015-11-29,13900.5875,2015,4,11,48,1,-0.4821,0.8761,-0.5,0.866,16088.327800000001,16633.3232,24445.822,10183.242,4266.842,9855.3,15052.979,16837.68,5852.88,10183.24,24445.82,13239.68,7110.83,41.0,336.0,1282.48,0.2048,9.5398
2015-12-06,23046.274,2015,4,12,49,1,-0.3734,0.9277,-0.0,1.0,13900.5875,16088.327800000001,16633.3232,24445.822,6466.8365,10543.759,13515.078,17767.02,4606.48,13900.59,24445.82,13576.79,7031.25,31.0,281.0,2603.51,0.1112,10.0453
2015-12-13,11188.56,2015,4,12,50,1,-0.2592,0.9658,-0.0,1.0,23046.274,13900.5875,16088.327800000001,16633.3232,7263.316,23615.148,16064.3225,17417.13,3934.18,13900.59,23046.27,14618.67,7454.52,49.0,388.0,1885.83,0.1683,9.3227
2015-12-20,16439.98,2015,4,12,51,1,-0.1413,0.99,-0.0,1.0,11188.56,23046.274,13900.5875,16088.327800000001,7389.157,22125.144,18036.827,16055.94,5072.89,11188.56,23046.27,13583.12,6936.26,37.0,278.0,1999.75,0.1039,9.7075
2015-12-27,21324.8602,2015,4,12,52,1,-0.0214,0.9998,-0.0,1.0,16439.98,11188.56,23046.274,13900.5875,10183.242,4266.842,12431.376,16143.85,5076.69,11188.56,23046.27,13109.36,6478.85,36.0,226.0,121.59,0.1348,9.9677
2016-01-03,7219.994,2016,1,1,53,0,0.0989,0.9951,0.5,0.866,21324.8602,16439.98,11188.56,23046.274,24445.822,6466.8365,13462.7946,17999.92,5333.82,11188.56,23046.27,14530.86,6228.87,38.0,303.0,3150.38,0.1529,8.8847
2016-01-10,4185.654,2016,1,1,1,0,0.1201,0.9928,0.5,0.866,7219.994,21324.8602,16439.98,11188.56,16633.3232,7263.316,1708.984,14043.35,6150.13,7219.99,21324.86,14593.62,6143.44,13.0,99.0,1424.09,0.1333,8.3397
2016-01-17,2399.479,2016,1,1,2,0,0.2385,0.9711,0.5,0.866,4185.654,7219.994,21324.8602,16439.98,16088.327800000001,7389.157,1827.276,12292.62,7963.17,4185.65,21324.86,14337.15,6529.4,11.0,82.0,864.0,0.2,7.7834
2016-01-24,3848.346,2016,1,1,3,0,0.3535,0.9355,0.5,0.866,2399.479,4185.654,7219.994,21324.8602,13900.5875,10183.242,358.522,8782.5,8595.08,2399.48,21324.86,13921.34,7142.21,10.0,74.0,477.52,0.105,8.2557
2016-01-31,5607.262,2016,1,1,4,0,0.4633,0.8862,0.5,0.866,3848.346,2399.479,4185.654,7219.994,23046.274,24445.822,10314.516,4413.37,2025.18,2399.48,7219.99,13393.43,7659.04,11.0,89.0,583.5,0.1,8.632
2016-02-07,14111.864,2016,1,2,5,0,0.5664,0.8241,0.866,0.5,5607.262,3848.346,2399.479,4185.654,11188.56,16633.3232,3378.582,4010.19,1316.82,2399.48,5607.26,11823.55,7097.79,12.0,87.0,407.78,0.1435,9.5548
2016-02-14,3912.017,2016,1,2,6,0,0.6613,0.7501,0.866,0.5,14111.864,5607.262,3848.346,2399.479,16439.98,16088.327800000001,3545.134,6491.74,5246.67,2399.48,14111.86,11613.43,6978.78,15.0,116.0,3850.71,0.0581,8.2721
2016-02-21,3475.992,2016,1,2,7,0,0.7466,0.6653,0.866,0.5,3912.017,14111.864,5607.262,3848.346,21324.8602,13900.5875,3253.514,6869.87,4896.23,3848.35,14111.86,10598.74,7152.05,8.0,52.0,465.12,0.0615,8.1539
2016-02-28,1367.838,2016,1,2,8,0,0.8211,0.5708,0.866,0.5,3475.992,3912.017,14111.864,5607.262,7219.994,23046.274,3416.3554,6776.78,4975.72,3475.99,14111.86,9730.02,7345.03,13.0,91.0,338.73,0.1429,7.2217
2016-03-06,14950.429,2016,1,3,9,0,0.8837,0.468,1.0,0.0,1367.838,3475.992,3912.017,14111.864,4185.654,11188.56,7794.9169999999995,5716.93,5705.82,1367.84,14111.86,7923.49,6373.85,8.0,40.0,341.7,0.12,9.6126
2016-03-13,22184.762,2016,1,3,10,0,0.9336,0.3584,1.0,0.0,14950.429,1367.838,3475.992,3912.017,2399.479,16439.98,2729.488,5926.57,6117.62,1367.84,14950.43,8236.98,6636.15,16.0,120.0,1682.7,0.2294,10.0072
2016-03-20,7515.183,2016,1,3,11,0,0.9698,0.2437,1.0,0.0,22184.762,14950.429,1367.838,3475.992,3848.346,21324.8602,18231.9866,10494.76,9816.19,1367.84,22184.76,8715.71,7440.21,28.0,209.0,963.22,0.1797,8.9248
2016-03-27,3739.864,2016,1,3,12,0,0.9921,0.1254,1.0,0.0,7515.183,22184.762,14950.429,1367.838,5607.262,7219.994,7555.746,11504.55,9029.75,1367.84,22184.76,7564.9,6292.01,22.0,124.0,826.47,0.1976,8.2271
2016-04-03,7494.3189999999995,2016,2,4,13,0,1.0,0.0053,0.866,-0.5,3739.864,7515.183,22184.762,14950.429,14111.864,4185.654,5529.816,12097.56,8180.05,3739.86,22184.76,7274.89,6388.81,13.0,66.0,144.65,0.1667,8.922
2016-04-10,10254.047,2016,2,4,14,0,0.9934,-0.1148,0.866,-0.5,7494.3189999999995,3739.864,7515.183,22184.762,3912.017,2399.479,3344.06,10233.53,8162.77,3739.86,22184.76,7550.61,6314.33,19.0,153.0,934.13,0.1184,9.2355
2016-04-17,14973.249,2016,2,4,15,0,0.9724,-0.2333,0.866,-0.5,10254.047,7494.3189999999995,3739.864,7515.183,3475.992,3848.346,12471.884,7250.85,2675.53,3739.86,10254.05,8205.16,6136.41,26.0,176.0,-403.94,0.125,9.6141
2016-04-24,8293.219000000001,2016,2,4,16,0,0.9373,-0.3484,0.866,-0.5,14973.249,10254.047,7494.3189999999995,3739.864,1367.838,5607.262,5277.7735,9115.37,4730.58,3739.86,14973.25,9132.24,6257.52,21.0,143.0,2788.59,0.1365,9.0233
2016-05-01,1689.8120000000001,2016,2,5,17,0,0.8887,-0.4585,0.5,-0.866,8293.219000000001,14973.249,10254.047,7494.3189999999995,14950.429,14111.864,11160.547,10253.71,3353.2,7494.32,14973.25,9356.07,6167.36,22.0,194.0,-405.51,0.1811,7.433
2016-05-08,11311.609,2016,2,5,18,0,0.8272,-0.562,0.5,-0.866,1689.8120000000001,8293.219000000001,14973.249,10254.047,22184.762,3912.017,5612.204,8802.58,5508.62,1689.81,14973.25,8320.89,6336.73,11.0,49.0,-7.45,0.3111,9.3337
2016-05-15,4076.232,2016,2,5,19,0,0.7537,-0.6573,0.5,-0.866,11311.609,1689.8120000000001,8293.219000000001,14973.249,7515.183,3475.992,5092.2455,9066.97,5625.65,1689.81,14973.25,8937.53,6227.78,24.0,181.0,1724.46,0.1868,8.3132
2016-05-22,9920.937,2016,2,5,20,0,0.6693,-0.743,0.5,-0.866,4076.232,11311.609,1689.8120000000001,8293.219000000001,3739.864,1367.838,6030.097,6342.72,4292.66,1689.81,11311.61,8987.55,6182.17,23.0,143.0,577.8,0.2263,9.2025
2016-05-29,22631.647,2016,2,5,21,0,0.5751,-0.818,0.5,-0.866,9920.937,4076.232,11311.609,1689.8120000000001,7494.3189999999995,14950.429,10580.208,6749.65,4604.98,1689.81,11311.61,9700.31,5697.9,24.0,187.0,1404.43,0.1841,10.0271
2016-06-05,11734.712,2016,2,6,22,0,0.4727,-0.8812,0.0,-1.0,22631.647,9920.937,4076.232,11311.609,10254.047,22184.762,3619.474,11985.11,7759.16,4076.23,22631.65,10340.41,6686.94,23.0,209.0,3203.03,0.1491,9.3704
2016-06-12,13764.721,2016,2,6,23,0,0.3634,-0.9316,0.0,-1.0,11734.712,22631.647,9920.937,4076.232,14973.249,7515.183,6608.238,12090.88,7749.79,4076.23,22631.65,9469.57,5595.62,22.0,219.0,1940.9,0.1821,9.5299
2016-06-19,7768.278,2016,2,6,24,0,0.2489,-0.9685,0.0,-1.0,13764.721,11734.712,22631.647,9920.937,8293.219000000001,3739.864,7445.001,14513.0,5635.55,9920.94,22631.65,9990.36,5687.27,28.0,244.0,1588.41,0.1542,8.9579
2016-06-26,12405.568,2016,2,6,25,0,0.1307,-0.9914,0.0,-1.0,7768.278,13764.721,11734.712,22631.647,1689.8120000000001,7494.3189999999995,6691.653,13974.84,6285.54,7768.28,22631.65,10326.07,5396.23,23.0,133.0,921.55,0.1275,9.426
2016-07-03,6545.554,2016,3,7,26,0,0.0107,-0.9999,-0.5,-0.866,12405.568,7768.278,13764.721,11734.712,11311.609,10254.047,4148.744,11418.32,2575.73,7768.28,13764.72,10735.34,5347.96,28.0,221.0,1564.18,0.1233,8.7867
2016-07-10,9619.225,2016,3,7,27,0,-0.1095,-0.994,-0.5,-0.866,6545.554,12405.568,7768.278,13764.721,4076.232,14973.249,7025.851,10121.03,3503.1,6545.55,13764.72,10426.29,5483.73,18.0,112.0,1388.78,0.0839,9.1716
2016-07-17,5720.97,2016,3,7,28,0,-0.2281,-0.9736,-0.5,-0.866,9619.225,6545.554,12405.568,7768.278,9920.937,8293.219000000001,7046.083,9084.66,2549.12,6545.55,12405.57,9980.13,5294.69,18.0,151.0,1262.13,0.2388,8.6521
2016-07-24,7858.956,2016,3,7,29,0,-0.3434,-0.9392,-0.5,-0.866,5720.97,9619.225,6545.554,12405.568,22631.647,1689.8120000000001,6791.639,8572.83,3056.57,5720.97,12405.57,9765.77,5419.79,22.0,193.0,987.84,0.0941,8.9695
2016-07-31,12717.95,2016,3,7,30,0,-0.4538,-0.8911,-0.5,-0.866,7858.956,5720.97,9619.225,6545.554,11734.712,11311.609,6488.108,7436.18,1700.94,5720.97,9619.22,10279.87,4846.35,24.0,188.0,1078.42,0.1722,9.4508
2016-08-07,3051.37,2016,3,8,31,0,-0.5575,-0.8302,-0.866,-0.5,12717.95,7858.956,5720.97,9619.225,13764.721,4076.232,7254.2192000000005,8979.28,2958.54,5720.97,12717.95,10397.06,4890.37,22.0,169.0,278.72,0.1825,8.0237
2016-08-14,7535.5505,2016,3,8,32,0,-0.6532,-0.7572,-0.866,-0.5,3051.37,12717.95,7858.956,5720.97,7768.278,9920.937,5511.004,7337.31,4090.85,3051.37,12717.95,10311.66,5018.08,13.0,82.0,540.77,0.1273,8.9275
2016-08-21,7658.496,2016,3,8,33,0,-0.7394,-0.6732,-0.866,-0.5,7535.5505,3051.37,12717.95,7858.956,12405.568,22631.647,4478.07,7790.96,3950.05,3051.37,12717.95,10112.88,5081.8,21.0,146.0,243.13,0.1961,8.9437
2016-08-28,10556.9318,2016,3,8,34,0,-0.815,-0.5795,-0.866,-0.5,7658.496,7535.5505,3051.37,12717.95,6545.554,11734.712,14751.068,7740.84,3950.18,3051.37,12717.95,8865.11,3229.03,20.0,151.0,522.39,0.1889,9.2646
2016-09-04,21769.009,2016,3,9,35,1,-0.8787,-0.4774,-1.0,-0.0,10556.9318,7658.496,7535.5505,3051.37,9619.225,13764.721,9855.3,7200.59,3098.54,3051.37,10556.93,8766.96,3150.83,29.0,241.0,1132.92,0.1654,9.9883
2016-09-11,19714.7696,2016,3,9,36,1,-0.9297,-0.3684,-1.0,-0.0,21769.009,10556.9318,7658.496,7535.5505,5720.97,7768.278,10543.759,11880.0,6738.9,7535.55,21769.01,9433.99,4747.65,40.0,358.0,2978.46,0.1745,9.8892
2016-09-18,14877.136,2016,3,9,37,1,-0.9672,-0.2541,-1.0,-0.0,19714.7696,21769.009,10556.9318,7658.496,7858.956,12405.568,23615.148,14924.8,6871.79,7658.5,21769.01,10429.53,5551.15,52.0,347.0,1870.77,0.1951,9.6076
2016-09-25,12738.172,2016,3,9,38,1,-0.9907,-0.136,-1.0,-0.0,14877.136,19714.7696,21769.009,10556.9318,12717.95,6545.554,22125.144,16729.46,5027.93,10556.93,21769.01,10635.49,5675.59,34.0,229.0,3028.02,0.0853,9.4524
2016-10-02,25858.350300000002,2016,4,10,39,1,-0.9999,-0.016,-0.866,0.5,12738.172,14877.136,19714.7696,21769.009,3051.37,9619.225,4266.842,17274.77,4182.55,12738.17,21769.01,11151.54,5550.05,48.0,328.0,1341.4,0.1335,10.1604
2016-10-09,10506.045999999998,2016,4,10,40,1,-0.9946,0.1042,-0.866,0.5,25858.350300000002,12738.172,14877.136,19714.7696,7535.5505,5720.97,6466.8365,18297.11,5824.66,12738.17,25858.35,12504.81,6946.55,33.0,182.0,8428.87,0.1874,9.2598
2016-10-16,7064.655,2016,4,10,41,1,-0.9748,0.2229,-0.866,0.5,10506.045999999998,25858.350300000002,12738.172,14877.136,7658.496,7858.956,7263.316,15994.93,6813.49,10506.05,25858.35,12903.56,6652.87,22.0,132.0,1928.76,0.2152,8.863
2016-10-23,12814.734,2016,4,10,42,1,-0.941,0.3384,-0.866,0.5,7064.655,10506.045999999998,25858.350300000002,12738.172,10556.9318,12717.95,7389.157,14041.81,8216.09,7064.66,25858.35,12837.37,6711.31,16.0,191.0,929.73,0.1635,9.4584
2016-10-30,6317.425,2016,4,10,43,1,-0.8935,0.449,-0.866,0.5,12814.734,7064.655,10506.045999999998,25858.350300000002,21769.009,3051.37,10183.242,14060.95,8212.13,7064.66,25858.35,12845.44,6711.22,29.0,198.0,3266.69,0.1096,8.7512
2016-11-06,16935.6418,2016,4,11,44,1,-0.8331,0.5531,-0.5,0.866,6317.425,12814.734,7064.655,10506.045999999998,19714.7696,7535.5505,24445.822,9175.72,3035.27,6317.42,12814.73,13117.61,6333.51,25.0,157.0,971.63,0.1171,9.7372
2016-11-13,22812.184,2016,4,11,45,1,-0.7606,0.6492,-0.5,0.866,16935.6418,6317.425,12814.734,7064.655,14877.136,7658.496,16633.3232,10783.11,5024.95,6317.42,16935.64,13900.95,6159.26,38.0,313.0,1361.59,0.1515,10.0351
2016-11-20,12766.911,2016,4,11,46,1,-0.6772,0.7358,-0.5,0.866,22812.184,16935.6418,6317.425,12814.734,12738.172,10556.9318,16088.327800000001,14720.0,6943.24,6317.42,22812.18,15163.75,6314.54,50.0,395.0,3611.25,0.1362,9.4547
2016-11-27,25948.622,2016,4,11,47,1,-0.5839,0.8119,-0.5,0.866,12766.911,22812.184,16935.6418,6317.425,25858.350300000002,21769.009,13900.5875,14708.04,6947.66,6317.42,22812.18,15347.92,6199.14,43.0,280.0,2133.87,0.1709,10.1639
2016-12-04,22963.279,2016,4,12,48,1,-0.4821,0.8761,-0.0,1.0,25948.622,12766.911,22812.184,16935.6418,10506.045999999998,19714.7696,23046.274,19615.84,5899.49,12766.91,25948.62,15696.22,6690.64,49.0,381.0,-2765.02,0.1628,10.0417
2016-12-11,25271.818,2016,4,12,49,1,-0.3734,0.9277,-0.0,1.0,22963.279,25948.622,12766.911,22812.184,7064.655,14877.136,11188.56,21122.75,5754.73,12766.91,25948.62,15966.93,6929.47,37.0,322.0,3977.99,0.1117,10.1375
